event_id,session_id,user_id,video_id,video_duration_sec,event_type,position_sec,event_time
182,s0000006_v01,u0022,v01,447,heartbeat,355,2026-06-09T18:22:41
183,s0000006_v01,u0022,v01,447,heartbeat,370,2026-06-09T18:22:56
184,s0000006_v01,u0022,v01,447,heartbeat,385,2026-06-09T18:23:12
185,s0000006_v01,u0022,v01,447,heartbeat,400,2026-06-09T18:23:27
186,s0000006_v01,u0022,v01,447,heartbeat,415,2026-06-09T18:23:45
187,s0000006_v01,u0022,v01,447,heartbeat,430,2026-06-09T18:24:00
188,s0000006_v01,u0022,v01,447,heartbeat,445,2026-06-09T18:24:15
189,s0000006_v01,u0022,v01,447,heartbeat,447,2026-06-09T18:24:30
190,s0000006_v01,u0022,v01,447,ended,447,2026-06-09T18:24:30
191,s0000007_v01,u0078,v01,447,play,0,2026-06-04T22:54:50
192,s0000007_v01,u0078,v01,447,heartbeat,15,2026-06-04T22:55:07
193,s0000007_v01,u0078,v01,447,heartbeat,30,2026-06-04T22:55:25
194,s0000007_v01,u0078,v01,447,heartbeat,45,2026-06-04T22:55:41
195,s0000007_v01,u0078,v01,447,heartbeat,60,2026-06-04T22:55:59
196,s0000007_v01,u0078,v01,447,heartbeat,75,2026-06-04T22:56:17
197,s0000007_v01,u0078,v01,447,heartbeat,90,2026-06-04T22:56:32
198,s0000007_v01,u0078,v01,447,heartbeat,105,2026-06-04T22:56:48
199,s0000007_v01,u0078,v01,447,heartbeat,120,2026-06-04T22:57:04
200,s0000007_v01,u0078,v01,447,heartbeat,135,2026-06-04T22:57:19
201,s0000007_v01,u0078,v01,447,seek_back,150,2026-06-04T22:57:37
202,s0000007_v01,u0078,v01,447,heartbeat,133,2026-06-04T22:57:37
203,s0000007_v01,u0078,v01,447,heartbeat,148,2026-06-04T22:57:55
204,s0000007_v01,u0078,v01,447,heartbeat,163,2026-06-04T22:58:12
205,s0000007_v01,u0078,v01,447,heartbeat,178,2026-06-04T22:58:28
206,s0000007_v01,u0078,v01,447,heartbeat,193,2026-06-04T22:58:45
207,s0000007_v01,u0078,v01,447,heartbeat,208,2026-06-04T22:59:01
208,s0000007_v01,u0078,v01,447,heartbeat,223,2026-06-04T22:59:18
209,s0000007_v01,u0078,v01,447,heartbeat,238,2026-06-04T22:59:35
210,s0000007_v01,u0078,v01,447,heartbeat,253,2026-06-04T22:59:53
211,s0000007_v01,u0078,v01,447,heartbeat,268,2026-06-04T23:00:11
212,s0000007_v01,u0078,v01,447,heartbeat,283,2026-06-04T23:00:26
213,s0000007_v01,u0078,v01,447,heartbeat,298,2026-06-04T23:00:41
214,s0000007_v01,u0078,v01,447,heartbeat,313,2026-06-04T23:00:58
215,s0000007_v01,u0078,v01,447,heartbeat,328,2026-06-04T23:01:14
216,s0000007_v01,u0078,v01,447,heartbeat,343,2026-06-04T23:01:31
217,s0000007_v01,u0078,v01,447,heartbeat,358,2026-06-04T23:01:49
218,s0000007_v01,u0078,v01,447,heartbeat,373,2026-06-04T23:02:07
219,s0000007_v01,u0078,v01,447,heartbeat,388,2026-06-04T23:02:23
220,s0000007_v01,u0078,v01,447,heartbeat,403,2026-06-04T23:02:40
221,s0000007_v01,u0078,v01,447,heartbeat,418,2026-06-04T23:02:55
222,s0000007_v01,u0078,v01,447,heartbeat,433,2026-06-04T23:03:12
223,s0000007_v01,u0078,v01,447,heartbeat,447,2026-06-04T23:03:27
224,s0000007_v01,u0078,v01,447,ended,447,2026-06-04T23:03:27
225,s0000008_v01,u0212,v01,447,play,0,2026-06-02T15:34:34
226,s0000008_v01,u0212,v01,447,heartbeat,15,2026-06-02T15:34:50
227,s0000008_v01,u0212,v01,447,heartbeat,30,2026-06-02T15:35:08
228,s0000008_v01,u0212,v01,447,heartbeat,45,2026-06-02T15:35:24
229,s0000008_v01,u0212,v01,447,heartbeat,60,2026-06-02T15:35:41
230,s0000008_v01,u0212,v01,447,pause,75,2026-06-02T15:35:56
231,s0000008_v01,u0212,v01,447,heartbeat,75,2026-06-02T15:35:56
232,s0000008_v01,u0212,v01,447,heartbeat,90,2026-06-02T15:36:12
233,s0000008_v01,u0212,v01,447,heartbeat,105,2026-06-02T15:36:27
234,s0000008_v01,u0212,v01,447,heartbeat,120,2026-06-02T15:36:42
235,s0000008_v01,u0212,v01,447,heartbeat,135,2026-06-02T15:36:58
236,s0000008_v01,u0212,v01,447,heartbeat,150,2026-06-02T15:37:15
237,s0000008_v01,u0212,v01,447,heartbeat,165,2026-06-02T15:37:33
238,s0000008_v01,u0212,v01,447,heartbeat,180,2026-06-02T15:37:49
239,s0000008_v01,u0212,v01,447,heartbeat,195,2026-06-02T15:38:07
240,s0000008_v01,u0212,v01,447,heartbeat,210,2026-06-02T15:38:24
241,s0000008_v01,u0212,v01,447,heartbeat,225,2026-06-02T15:38:41
242,s0000008_v01,u0212,v01,447,heartbeat,240,2026-06-02T15:38:59
243,s0000008_v01,u0212,v01,447,heartbeat,255,2026-06-02T15:39:17
244,s0000008_v01,u0212,v01,447,heartbeat,270,2026-06-02T15:39:35
245,s0000008_v01,u0212,v01,447,heartbeat,285,2026-06-02T15:39:51
246,s0000008_v01,u0212,v01,447,heartbeat,300,2026-06-02T15:40:09
247,s0000008_v01,u0212,v01,447,heartbeat,315,2026-06-02T15:40:24
248,s0000008_v01,u0212,v01,447,heartbeat,330,2026-06-02T15:40:42
249,s0000008_v01,u0212,v01,447,heartbeat,345,2026-06-02T15:40:58
250,s0000008_v01,u0212,v01,447,heartbeat,360,2026-06-02T15:41:15
251,s0000008_v01,u0212,v01,447,heartbeat,375,2026-06-02T15:41:33
252,s0000008_v01,u0212,v01,447,heartbeat,390,2026-06-02T15:41:48
253,s0000008_v01,u0212,v01,447,heartbeat,405,2026-06-02T15:42:04
254,s0000008_v01,u0212,v01,447,heartbeat,420,2026-06-02T15:42:21
255,s0000008_v01,u0212,v01,447,heartbeat,435,2026-06-02T15:42:36
256,s0000008_v01,u0212,v01,447,heartbeat,447,2026-06-02T15:42:54
257,s0000008_v01,u0212,v01,447,ended,447,2026-06-02T15:42:54
258,s0000009_v01,u0389,v01,447,play,0,2026-06-13T04:15:00
259,s0000009_v01,u0389,v01,447,heartbeat,15,2026-06-13T04:15:15
260,s0000009_v01,u0389,v01,447,heartbeat,30,2026-06-13T04:15:32
261,s0000009_v01,u0389,v01,447,heartbeat,45,2026-06-13T04:15:50
262,s0000009_v01,u0389,v01,447,heartbeat,60,2026-06-13T04:16:05
263,s0000009_v01,u0389,v01,447,pause,75,2026-06-13T04:16:20
264,s0000009_v01,u0389,v01,447,heartbeat,75,2026-06-13T04:16:20
265,s0000009_v01,u0389,v01,447,heartbeat,90,2026-06-13T04:16:37
266,s0000009_v01,u0389,v01,447,heartbeat,105,2026-06-13T04:16:53
267,s0000009_v01,u0389,v01,447,heartbeat,120,2026-06-13T04:17:09
268,s0000009_v01,u0389,v01,447,heartbeat,135,2026-06-13T04:17:27
269,s0000009_v01,u0389,v01,447,seek_back,150,2026-06-13T04:17:43
270,s0000009_v01,u0389,v01,447,heartbeat,132,2026-06-13T04:17:43
271,s0000009_v01,u0389,v01,447,heartbeat,147,2026-06-13T04:18:01
272,s0000009_v01,u0389,v01,447,seek_back,162,2026-06-13T04:18:17
273,s0000009_v01,u0389,v01,447,heartbeat,141,2026-06-13T04:18:17
274,s0000009_v01,u0389,v01,447,heartbeat,156,2026-06-13T04:18:35
275,s0000009_v01,u0389,v01,447,pause,171,2026-06-13T04:18:53
276,s0000009_v01,u0389,v01,447,heartbeat,171,2026-06-13T04:18:53
277,s0000009_v01,u0389,v01,447,heartbeat,186,2026-06-13T04:19:10
278,s0000009_v01,u0389,v01,447,pause,201,2026-06-13T04:19:27
279,s0000009_v01,u0389,v01,447,heartbeat,201,2026-06-13T04:19:27
280,s0000009_v01,u0389,v01,447,heartbeat,216,2026-06-13T04:19:45
281,s0000009_v01,u0389,v01,447,heartbeat,231,2026-06-13T04:20:00
282,s0000009_v01,u0389,v01,447,heartbeat,246,2026-06-13T04:20:17
283,s0000009_v01,u0389,v01,447,heartbeat,261,2026-06-13T04:20:34
284,s0000009_v01,u0389,v01,447,heartbeat,276,2026-06-13T04:20:51
285,s0000009_v01,u0389,v01,447,heartbeat,291,2026-06-13T04:21:07
286,s0000009_v01,u0389,v01,447,heartbeat,306,2026-06-13T04:21:22
287,s0000009_v01,u0389,v01,447,heartbeat,321,2026-06-13T04:21:39
288,s0000009_v01,u0389,v01,447,heartbeat,336,2026-06-13T04:21:56
289,s0000009_v01,u0389,v01,447,heartbeat,351,2026-06-13T04:22:12
290,s0000009_v01,u0389,v01,447,heartbeat,366,2026-06-13T04:22:29
291,s0000009_v01,u0389,v01,447,heartbeat,381,2026-06-13T04:22:45
292,s0000009_v01,u0389,v01,447,heartbeat,396,2026-06-13T04:23:03
293,s0000009_v01,u0389,v01,447,heartbeat,411,2026-06-13T04:23:20
294,s0000009_v01,u0389,v01,447,heartbeat,426,2026-06-13T04:23:35
295,s0000009_v01,u0389,v01,447,heartbeat,441,2026-06-13T04:23:53
296,s0000009_v01,u0389,v01,447,heartbeat,447,2026-06-13T04:24:10
297,s0000009_v01,u0389,v01,447,ended,447,2026-06-13T04:24:10
298,s0000010_v01,u0136,v01,447,play,0,2026-06-14T08:34:33
299,s0000010_v01,u0136,v01,447,heartbeat,15,2026-06-14T08:34:48
300,s0000010_v01,u0136,v01,447,heartbeat,30,2026-06-14T08:35:05
301,s0000010_v01,u0136,v01,447,heartbeat,45,2026-06-14T08:35:22
302,s0000010_v01,u0136,v01,447,heartbeat,60,2026-06-14T08:35:37
303,s0000010_v01,u0136,v01,447,heartbeat,75,2026-06-14T08:35:54
304,s0000010_v01,u0136,v01,447,heartbeat,90,2026-06-14T08:36:09
305,s0000010_v01,u0136,v01,447,heartbeat,105,2026-06-14T08:36:26
306,s0000010_v01,u0136,v01,447,heartbeat,120,2026-06-14T08:36:41
307,s0000010_v01,u0136,v01,447,heartbeat,135,2026-06-14T08:36:59
308,s0000010_v01,u0136,v01,447,seek_back,150,2026-06-14T08:37:15
309,s0000010_v01,u0136,v01,447,heartbeat,129,2026-06-14T08:37:15
310,s0000010_v01,u0136,v01,447,heartbeat,144,2026-06-14T08:37:33
311,s0000010_v01,u0136,v01,447,heartbeat,159,2026-06-14T08:37:51
312,s0000010_v01,u0136,v01,447,seek_back,174,2026-06-14T08:38:08
313,s0000010_v01,u0136,v01,447,heartbeat,153,2026-06-14T08:38:08
314,s0000010_v01,u0136,v01,447,pause,168,2026-06-14T08:38:24
315,s0000010_v01,u0136,v01,447,heartbeat,168,2026-06-14T08:38:24
316,s0000010_v01,u0136,v01,447,heartbeat,183,2026-06-14T08:38:41
317,s0000010_v01,u0136,v01,447,heartbeat,198,2026-06-14T08:38:56
318,s0000010_v01,u0136,v01,447,heartbeat,213,2026-06-14T08:39:11
319,s0000010_v01,u0136,v01,447,heartbeat,228,2026-06-14T08:39:26
320,s0000010_v01,u0136,v01,447,heartbeat,243,2026-06-14T08:39:42
321,s0000010_v01,u0136,v01,447,heartbeat,258,2026-06-14T08:39:58
322,s0000010_v01,u0136,v01,447,heartbeat,273,2026-06-14T08:40:14
323,s0000010_v01,u0136,v01,447,heartbeat,288,2026-06-14T08:40:29
324,s0000010_v01,u0136,v01,447,heartbeat,303,2026-06-14T08:40:45
325,s0000010_v01,u0136,v01,447,heartbeat,318,2026-06-14T08:41:00
326,s0000010_v01,u0136,v01,447,heartbeat,333,2026-06-14T08:41:15
327,s0000010_v01,u0136,v01,447,pause,348,2026-06-14T08:41:32
328,s0000010_v01,u0136,v01,447,heartbeat,348,2026-06-14T08:41:32
329,s0000010_v01,u0136,v01,447,heartbeat,363,2026-06-14T08:41:48
330,s0000010_v01,u0136,v01,447,heartbeat,378,2026-06-14T08:42:03
331,s0000010_v01,u0136,v01,447,heartbeat,393,2026-06-14T08:42:18
332,s0000010_v01,u0136,v01,447,heartbeat,408,2026-06-14T08:42:33
333,s0000010_v01,u0136,v01,447,heartbeat,423,2026-06-14T08:42:50
334,s0000010_v01,u0136,v01,447,heartbeat,438,2026-06-14T08:43:05
335,s0000010_v01,u0136,v01,447,heartbeat,447,2026-06-14T08:43:23
336,s0000010_v01,u0136,v01,447,ended,447,2026-06-14T08:43:23
337,s0000011_v01,u0228,v01,447,play,0,2026-06-03T02:48:41
338,s0000011_v01,u0228,v01,447,heartbeat,15,2026-06-03T02:48:56
339,s0000011_v01,u0228,v01,447,heartbeat,30,2026-06-03T02:49:12
340,s0000011_v01,u0228,v01,447,heartbeat,45,2026-06-03T02:49:29
341,s0000011_v01,u0228,v01,447,heartbeat,60,2026-06-03T02:49:46
342,s0000011_v01,u0228,v01,447,heartbeat,75,2026-06-03T02:50:01
343,s0000011_v01,u0228,v01,447,heartbeat,90,2026-06-03T02:50:17
344,s0000011_v01,u0228,v01,447,heartbeat,105,2026-06-03T02:50:35
345,s0000011_v01,u0228,v01,447,heartbeat,120,2026-06-03T02:50:53
346,s0000011_v01,u0228,v01,447,heartbeat,135,2026-06-03T02:51:10
347,s0000011_v01,u0228,v01,447,heartbeat,150,2026-06-03T02:51:26
348,s0000011_v01,u0228,v01,447,abandon,150,2026-06-03T02:51:26
349,s0000012_v01,u0044,v01,447,play,0,2026-06-03T14:18:37
350,s0000012_v01,u0044,v01,447,heartbeat,15,2026-06-03T14:18:55
